type,content,aspect,title,TH1_aspect,TH1_title,TH2_aspect,TH2_title,TH3_aspect,TH3_title
18,Sản phẩm rất đẹp rất đáng mua nhé,quality,5,2,5.0,2,5.0,2,5.0
14,"Dép đi vừa và êm chân, mong lâu dài sẽ bền đẹp",quality,5,2,5.0,2,5.0,2,5.0
3,"do dịch nên giao hàng rất lâu, bọc k có túi chống sóc nhưng k bị móp hộp","ship, quality",4,4,1.0,4,3.0,4,3.0
13,"Sản phẩm ok, giao hàng bình thường, gói hàng cẩn thận","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
14,Hàng đẹp,quality,5,2,5.0,2,5.0,2,5.0
9,Mua có chương trình tặng quà nhưng ko thấy đâu,quality,3,1,1.0,1,2.0,1,2.0
0,"sản phẩm chuẩn, đẹp..!",quality,5,2,5.0,2,5.0,2,5.0
13,"Giao siêu tốc, rất ổn định. 1 PC + Màn hình tầm 80W chạy ắc quy chắc dc khoảng 30-35 phút , đủ xài.",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
15,"Dễ lắp,kiểu dáng đẹp,mẫu đẹp,chất lượng như mộng đợi",quality,5,2,5.0,2,5.0,2,5.0
10,Size ko nhu yeu cau. Yeu cau doi size ko thay ai ho tro,quality,2,"1,2",1.0,"1,2",2.0,"1,2",2.0
6,Thời tiết thay đổi liên tục nên cần thấm bớt lớp nhờn để bảo vệ da và phụ kiện đeo mặt như mắt kính…,quality,5,2,5.0,2,3.0,2,3.0
25,"Sản phẩm dùng rất tốt, không hại da tay , sẽ ủng hộ tiếp, đóng gói cẩn thận","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
19,"Đóng gói rất cẩn thận, ăn ngon! nhưng hơi đắt mà còn mất phí ship 40k.","ship, quality, price",5,"2,3,4",3.0,"2,3,4",4.0,"2,3,4",4.0
25,"Mùi dễ chịu, rửa sạch, là hữu cơ nên yên tâm, mình dùng thấy không bị ăn da tay.",quality,5,2,5.0,2,5.0,2,5.0
20,Đẹp thơm vừa tay hàng oke chất lượng oke đáo,quality,5,2,5.0,2,5.0,2,5.0
9,sản phẩm chất lượng tốt giao hàng nhanh,"ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
23,"Giỏ đẹp, rất ưng ý",quality,5,2,5.0,2,5.0,2,5.0
22,"Tốt, sử dụng nhanh tiện lợi",quality,5,2,5.0,2,5.0,2,5.0
7,"Tư vấn nhiệt tình, dù phải qua tới Q7 để nhận xe nhưng mà cảm thấy rất hài lòng!","quality, cskh",5,1,5.0,1,5.0,1,5.0
18,Tàm tạm. Size nhỏ. Giá có vẻ không tương xứng,price,3,"2,3",3.0,"2,3",3.0,"2,3",3.0
20,"đẹp, nhìn rất ưng ý luôn",quality,5,2,5.0,2,5.0,2,5.0
2,Mình dùng đọc sách file PDF và ghi chú đọc sách rất phù hợp. Mình không chơi game và chủ yếu đọc sách offline.,quality,5,2,5.0,2,5.0,2,5.0
18,"giao ko đúng màu, rõ chán",ship,1,4,1.0,4,2.0,4,2.0
22,Sản phẩm tốt chất lượng dịch vụ ok,"quality, cskh",5,"1,2",5.0,"1,2",5.0,"1,2",5.0
9,Ngon luộc nhanh đã mua lại nhiều lần,quality,5,2,5.0,2,5.0,2,5.0
0,"Sách mới, giao nhanh. Chữ rõ và nội dung cũng rất hịn ạ. Đọc xong mới cho review akakak","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
12,"Sách mới, bìa đẹp, nội dung rất hay, rất đáng tiền","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
18,"giao hàng nhanh, hàng cũng ok","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
6,Nói chung là tiền nào của nấy sản phẩm thấm dầu khá kém mình dùng được vài lần rồi vứt sợ lên mụn :)),"quality, price",2,2.3,3.0,2,2.0,2.3,2.0
11,"giao nhanh , đúng màu , chất lượng ok , đẹp","ship, quality",5,"2,3,4",5.0,"2,4",5.0,"2,3,4",5.0
7,Chất lượng dịch vụ tốt,"quality, cskh",5,1,5.0,1,5.0,1,5.0
15,Đẹp. Tiện lợi. Nhỏ gọn. An toàn cho người sử dụng,quality,5,2,5.0,2,5.0,2,5.0
16,Giày rất xinh vừa vạn đẹp lắm nhé,quality,5,2,5.0,2,5.0,2,5.0
19,cũng DC,quality,4,2,4.0,2,3.0,2,3.0
13,Rất đẹp và đặt hàng tiếp lần 2,quality,5,2,5.0,2,5.0,2,5.0
12,sách quá bé. giấy ko đẹp. ko như hình. yêu cầu trả hàng,quality,1,2,1.0,2,1.0,2,1.0
5,"Tốt, săn đc giá rẻ. Giao hỏa tốc siêu nhanh","ship, quality, price",5,"2,3,4",5.0,"2,3,4",5.0,"2,3,4",5.0
4,"Âm thanh nghe ổn, với giá tiền như vậy là cảm thấy ok rồi, sẽ ủng hộ nếu có nhu cầu cho lần mua tiếp theo","quality, price",4,"2,3",5.0,"2,3",5.0,"2,3",5.0
14,"Hàng đúng như mô tả , da đẹp , mang rất êm chân , tiki phục vụ rất ok","quality, cskh",5,2,5.0,"1,2",5.0,2,5.0
3,"Chính hãng, giao tỉnh lẻ mà siêu nhanh",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
18,cực tốt luôn,quality,5,"1,2,3,4",5.0,"1,2,3,4",5.0,"1,2,3,4",5.0
13,"Màn hình màu rất đẹp, độ tương phản rất tốt, đồng bộ với màn hình macbook, giá cũng tốt nữa, tuy nhiên giá rẻ hơn cũng có nhược điểm như không loa, không hỗ trợ sạc, không usb c, không nâng hạ xoay ngang, tuy nhiên không phải vấn đề lớn, nếu bạn cần màn hình 4k IPS đẹp rẻ tốt thì màn hình này rất xứng đáng. Độ phản hồi hơi chậm chút nhé Thu gọn","quality, price, cskh",5,"2,3",5.0,"2,3",4.0,"2,3",4.0
7,Xe giá tốt nhất thị trường,"quality, price",5,3,5.0,"2,3",5.0,3,5.0
18,Chất liệu đẹp.,quality,5,2,5.0,2,5.0,2,5.0
4,"Âm thanh tốt, dây hơi ngắn",quality,4,2,4.0,2,4.0,2,4.0
0,sách giao nhanh và đẹp lắm nha mng. mình xem rv thấy ổn áp nên mình mua,"ship, quality",5,"3,4",5.0,"2,4",5.0,"3,4",5.0
3,"Tốt, bền, giá hợp lý","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
4,"Tai nghe tốt, nghe êm tai",quality,5,2,5.0,2,5.0,2,5.0
10,"chất liệu thô cứng, rất nóng, đàn hồi kém, vớ km dùng đc cho trẻ em","quality, price",1,2,3.0,2,2.0,2,2.0
17,"Hình ảnh cũng ổn , xem rõ",quality,4,2,4.0,2,5.0,2,5.0
4,"Tại nghe ổn fòng, gia tốt, phù hip",quality,5,"2,3",5.0,"2,3",5.0,"2,3",5.0
